NodeName, HostTimestamp (ms), notificationTime, timeStamp, RawData, X (mg), Y (mg), Z (mg)
Satvik  @334C84,21888, Thu Mar 13 16:25:18 GMT+05:30 2025,64922, [-102 -3 1 0 14 0 -22 3 -3 -1 2 0 3 0 -22 -1 97 -2 -3 -1],1,14,1002
Satvik  @334C84,21954, Thu Mar 13 16:25:18 GMT+05:30 2025,64928, [-96 -3 0 0 15 0 -23 3 -4 -1 2 0 3 0 -10 -1 94 -2 -10 -1],0,15,1001
Satvik  @334C84,21954, Thu Mar 13 16:25:18 GMT+05:30 2025,64922, [-102 -3 1 0 14 0 -22 3 -3 -1 2 0 3 0 -22 -1 97 -2 -3 -1],1,14,1002
Satvik  @334C84,21954, Thu Mar 13 16:25:18 GMT+05:30 2025,64928, [-96 -3 0 0 15 0 -23 3 -4 -1 2 0 3 0 -10 -1 94 -2 -10 -1],0,15,1001
Satvik  @334C84,21955, Thu Mar 13 16:25:18 GMT+05:30 2025,64922, [-102 -3 1 0 14 0 -22 3 -3 -1 2 0 3 0 -22 -1 97 -2 -3 -1],1,14,1002
Satvik  @334C84,21956, Thu Mar 13 16:25:18 GMT+05:30 2025,64928, [-96 -3 0 0 15 0 -23 3 -4 -1 2 0 3 0 -10 -1 94 -2 -10 -1],0,15,1001
Satvik  @334C84,21984, Thu Mar 13 16:25:18 GMT+05:30 2025,64935, [-89 -3 2 0 15 0 -22 3 -4 -1 2 0 3 0 -19 -1 97 -2 -6 -1],2,15,1002
Satvik  @334C84,21985, Thu Mar 13 16:25:18 GMT+05:30 2025,64935, [-89 -3 2 0 15 0 -22 3 -4 -1 2 0 3 0 -19 -1 97 -2 -6 -1],2,15,1002
Satvik  @334C84,21985, Thu Mar 13 16:25:18 GMT+05:30 2025,64935, [-89 -3 2 0 15 0 -22 3 -4 -1 2 0 3 0 -19 -1 97 -2 -6 -1],2,15,1002
Satvik  @334C84,22023, Thu Mar 13 16:25:18 GMT+05:30 2025,64941, [-83 -3 1 0 14 0 -23 3 -3 -1 1 0 3 0 -18 -1 86 -2 -9 -1],1,14,1001
Satvik  @334C84,22023, Thu Mar 13 16:25:18 GMT+05:30 2025,64941, [-83 -3 1 0 14 0 -23 3 -3 -1 1 0 3 0 -18 -1 86 -2 -9 -1],1,14,1001
Satvik  @334C84,22023, Thu Mar 13 16:25:18 GMT+05:30 2025,64941, [-83 -3 1 0 14 0 -23 3 -3 -1 1 0 3 0 -18 -1 86 -2 -9 -1],1,14,1001
Satvik  @334C84,22072, Thu Mar 13 16:25:18 GMT+05:30 2025,64947, [-77 -3 1 0 15 0 -23 3 -3 -1 2 0 2 0 -7 -1 88 -2 -16 -1],1,15,1001
Satvik  @334C84,22072, Thu Mar 13 16:25:18 GMT+05:30 2025,64947, [-77 -3 1 0 15 0 -23 3 -3 -1 2 0 2 0 -7 -1 88 -2 -16 -1],1,15,1001
Satvik  @334C84,22072, Thu Mar 13 16:25:18 GMT+05:30 2025,64947, [-77 -3 1 0 15 0 -23 3 -3 -1 2 0 2 0 -7 -1 88 -2 -16 -1],1,15,1001
Satvik  @334C84,22122, Thu Mar 13 16:25:18 GMT+05:30 2025,64953, [-71 -3 1 0 15 0 -23 3 -4 -1 1 0 2 0 -22 -1 86 -2 -15 -1],1,15,1001
Satvik  @334C84,22123, Thu Mar 13 16:25:18 GMT+05:30 2025,64953, [-71 -3 1 0 15 0 -23 3 -4 -1 1 0 2 0 -22 -1 86 -2 -15 -1],1,15,1001
Satvik  @334C84,22124, Thu Mar 13 16:25:18 GMT+05:30 2025,64953, [-71 -3 1 0 15 0 -23 3 -4 -1 1 0 2 0 -22 -1 86 -2 -15 -1],1,15,1001
Satvik  @334C84,22170, Thu Mar 13 16:25:18 GMT+05:30 2025,64960, [-64 -3 1 0 14 0 -23 3 -3 -1 2 0 3 0 -13 -1 89 -2 -12 -1],1,14,1001
Satvik  @334C84,22171, Thu Mar 13 16:25:18 GMT+05:30 2025,64960, [-64 -3 1 0 14 0 -23 3 -3 -1 2 0 3 0 -13 -1 89 -2 -12 -1],1,14,1001
Satvik  @334C84,22172, Thu Mar 13 16:25:18 GMT+05:30 2025,64960, [-64 -3 1 0 14 0 -23 3 -3 -1 2 0 3 0 -13 -1 89 -2 -12 -1],1,14,1001
Satvik  @334C84,22219, Thu Mar 13 16:25:19 GMT+05:30 2025,64966, [-58 -3 2 0 13 0 -22 3 -4 -1 2 0 3 0 -18 -1 95 -2 -15 -1],2,13,1002
Satvik  @334C84,22220, Thu Mar 13 16:25:19 GMT+05:30 2025,64966, [-58 -3 2 0 13 0 -22 3 -4 -1 2 0 3 0 -18 -1 95 -2 -15 -1],2,13,1002
Satvik  @334C84,22220, Thu Mar 13 16:25:19 GMT+05:30 2025,64966, [-58 -3 2 0 13 0 -22 3 -4 -1 2 0 3 0 -18 -1 95 -2 -15 -1],2,13,1002
Satvik  @334C84,22267, Thu Mar 13 16:25:19 GMT+05:30 2025,64972, [-52 -3 1 0 14 0 -23 3 -4 -1 2 0 3 0 -13 -1 89 -2 -9 -1],1,14,1001
Satvik  @334C84,22268, Thu Mar 13 16:25:19 GMT+05:30 2025,64972, [-52 -3 1 0 14 0 -23 3 -4 -1 2 0 3 0 -13 -1 89 -2 -9 -1],1,14,1001
Satvik  @334C84,22269, Thu Mar 13 16:25:19 GMT+05:30 2025,64972, [-52 -3 1 0 14 0 -23 3 -4 -1 2 0 3 0 -13 -1 89 -2 -9 -1],1,14,1001
Satvik  @334C84,22317, Thu Mar 13 16:25:19 GMT+05:30 2025,64978, [-46 -3 1 0 14 0 -23 3 -4 -1 2 0 3 0 -15 -1 94 -2 -10 -1],1,14,1001
Satvik  @334C84,22318, Thu Mar 13 16:25:19 GMT+05:30 2025,64978, [-46 -3 1 0 14 0 -23 3 -4 -1 2 0 3 0 -15 -1 94 -2 -10 -1],1,14,1001
Satvik  @334C84,22319, Thu Mar 13 16:25:19 GMT+05:30 2025,64978, [-46 -3 1 0 14 0 -23 3 -4 -1 2 0 3 0 -15 -1 94 -2 -10 -1],1,14,1001
Satvik  @334C84,22366, Thu Mar 13 16:25:19 GMT+05:30 2025,64985, [-39 -3 2 0 14 0 -22 3 -4 -1 2 0 3 0 -12 -1 95 -2 -10 -1],2,14,1002
Satvik  @334C84,22367, Thu Mar 13 16:25:19 GMT+05:30 2025,64985, [-39 -3 2 0 14 0 -22 3 -4 -1 2 0 3 0 -12 -1 95 -2 -10 -1],2,14,1002
Satvik  @334C84,22367, Thu Mar 13 16:25:19 GMT+05:30 2025,64985, [-39 -3 2 0 14 0 -22 3 -4 -1 2 0 3 0 -12 -1 95 -2 -10 -1],2,14,1002
Satvik  @334C84,22412, Thu Mar 13 16:25:19 GMT+05:30 2025,64991, [-33 -3 2 0 14 0 -23 3 -4 -1 2 0 4 0 -22 -1 88 -2 -10 -1],2,14,1001
Satvik  @334C84,22413, Thu Mar 13 16:25:19 GMT+05:30 2025,64991, [-33 -3 2 0 14 0 -23 3 -4 -1 2 0 4 0 -22 -1 88 -2 -10 -1],2,14,1001
Satvik  @334C84,22414, Thu Mar 13 16:25:19 GMT+05:30 2025,64991, [-33 -3 2 0 14 0 -23 3 -4 -1 2 0 4 0 -22 -1 88 -2 -10 -1],2,14,1001
Satvik  @334C84,22463, Thu Mar 13 16:25:19 GMT+05:30 2025,64997, [-27 -3 1 0 15 0 -22 3 -4 -1 2 0 3 0 -18 -1 95 -2 -13 -1],1,15,1002
Satvik  @334C84,22464, Thu Mar 13 16:25:19 GMT+05:30 2025,64997, [-27 -3 1 0 15 0 -22 3 -4 -1 2 0 3 0 -18 -1 95 -2 -13 -1],1,15,1002
Satvik  @334C84,22465, Thu Mar 13 16:25:19 GMT+05:30 2025,64997, [-27 -3 1 0 15 0 -22 3 -4 -1 2 0 3 0 -18 -1 95 -2 -13 -1],1,15,1002
Satvik  @334C84,22518, Thu Mar 13 16:25:19 GMT+05:30 2025,65003, [-21 -3 2 0 14 0 -24 3 -4 -1 2 0 3 0 -25 -1 88 -2 -1 -1],2,14,1000
Satvik  @334C84,22519, Thu Mar 13 16:25:19 GMT+05:30 2025,65003, [-21 -3 2 0 14 0 -24 3 -4 -1 2 0 3 0 -25 -1 88 -2 -1 -1],2,14,1000
Satvik  @334C84,22519, Thu Mar 13 16:25:19 GMT+05:30 2025,65003, [-21 -3 2 0 14 0 -24 3 -4 -1 2 0 3 0 -25 -1 88 -2 -1 -1],2,14,1000
Satvik  @334C84,22561, Thu Mar 13 16:25:19 GMT+05:30 2025,65010, [-14 -3 2 0 14 0 -23 3 -4 -1 2 0 3 0 -9 -1 92 -2 -10 -1],2,14,1001
Satvik  @334C84,22562, Thu Mar 13 16:25:19 GMT+05:30 2025,65010, [-14 -3 2 0 14 0 -23 3 -4 -1 2 0 3 0 -9 -1 92 -2 -10 -1],2,14,1001
Satvik  @334C84,22562, Thu Mar 13 16:25:19 GMT+05:30 2025,65010, [-14 -3 2 0 14 0 -23 3 -4 -1 2 0 3 0 -9 -1 92 -2 -10 -1],2,14,1001
Satvik  @334C84,22609, Thu Mar 13 16:25:19 GMT+05:30 2025,65016, [-8 -3 2 0 15 0 -22 3 -3 -1 2 0 3 0 -21 -1 95 -2 -10 -1],2,15,1002
Satvik  @334C84,22610, Thu Mar 13 16:25:19 GMT+05:30 2025,65016, [-8 -3 2 0 15 0 -22 3 -3 -1 2 0 3 0 -21 -1 95 -2 -10 -1],2,15,1002
Satvik  @334C84,22610, Thu Mar 13 16:25:19 GMT+05:30 2025,65016, [-8 -3 2 0 15 0 -22 3 -3 -1 2 0 3 0 -21 -1 95 -2 -10 -1],2,15,1002
Satvik  @334C84,22658, Thu Mar 13 16:25:19 GMT+05:30 2025,65022, [-2 -3 2 0 15 0 -23 3 -4 -1 2 0 2 0 -19 -1 98 -2 -12 -1],2,15,1001
Satvik  @334C84,22660, Thu Mar 13 16:25:19 GMT+05:30 2025,65022, [-2 -3 2 0 15 0 -23 3 -4 -1 2 0 2 0 -19 -1 98 -2 -12 -1],2,15,1001
Satvik  @334C84,22660, Thu Mar 13 16:25:19 GMT+05:30 2025,65022, [-2 -3 2 0 15 0 -23 3 -4 -1 2 0 2 0 -19 -1 98 -2 -12 -1],2,15,1001
Satvik  @334C84,22708, Thu Mar 13 16:25:19 GMT+05:30 2025,65028, [4 -2 1 0 14 0 -23 3 -4 -1 2 0 3 0 -13 -1 104 -2 -9 -1],1,14,1001
Satvik  @334C84,22709, Thu Mar 13 16:25:19 GMT+05:30 2025,65028, [4 -2 1 0 14 0 -23 3 -4 -1 2 0 3 0 -13 -1 104 -2 -9 -1],1,14,1001
Satvik  @334C84,22709, Thu Mar 13 16:25:19 GMT+05:30 2025,65028, [4 -2 1 0 14 0 -23 3 -4 -1 2 0 3 0 -13 -1 104 -2 -9 -1],1,14,1001
Satvik  @334C84,22756, Thu Mar 13 16:25:19 GMT+05:30 2025,65035, [11 -2 2 0 15 0 -23 3 -4 -1 2 0 2 0 -12 -1 98 -2 -16 -1],2,15,1001
Satvik  @334C84,22757, Thu Mar 13 16:25:19 GMT+05:30 2025,65035, [11 -2 2 0 15 0 -23 3 -4 -1 2 0 2 0 -12 -1 98 -2 -16 -1],2,15,1001
Satvik  @334C84,22758, Thu Mar 13 16:25:19 GMT+05:30 2025,65035, [11 -2 2 0 15 0 -23 3 -4 -1 2 0 2 0 -12 -1 98 -2 -16 -1],2,15,1001
Satvik  @334C84,22808, Thu Mar 13 16:25:19 GMT+05:30 2025,65041, [17 -2 2 0 14 0 -22 3 -4 -1 2 0 3 0 -21 -1 89 -2 -7 -1],2,14,1002
Satvik  @334C84,22809, Thu Mar 13 16:25:19 GMT+05:30 2025,65041, [17 -2 2 0 14 0 -22 3 -4 -1 2 0 3 0 -21 -1 89 -2 -7 -1],2,14,1002
Satvik  @334C84,22810, Thu Mar 13 16:25:19 GMT+05:30 2025,65041, [17 -2 2 0 14 0 -22 3 -4 -1 2 0 3 0 -21 -1 89 -2 -7 -1],2,14,1002
Satvik  @334C84,22852, Thu Mar 13 16:25:19 GMT+05:30 2025,65047, [23 -2 2 0 15 0 -23 3 -4 -1 2 0 3 0 -15 -1 103 -2 -16 -1],2,15,1001
Satvik  @334C84,22853, Thu Mar 13 16:25:19 GMT+05:30 2025,65047, [23 -2 2 0 15 0 -23 3 -4 -1 2 0 3 0 -15 -1 103 -2 -16 -1],2,15,1001
Satvik  @334C84,22853, Thu Mar 13 16:25:19 GMT+05:30 2025,65047, [23 -2 2 0 15 0 -23 3 -4 -1 2 0 3 0 -15 -1 103 -2 -16 -1],2,15,1001
Satvik  @334C84,22902, Thu Mar 13 16:25:19 GMT+05:30 2025,65053, [29 -2 1 0 14 0 -23 3 -4 -1 2 0 3 0 -16 -1 97 -2 -7 -1],1,14,1001
Satvik  @334C84,22903, Thu Mar 13 16:25:19 GMT+05:30 2025,65053, [29 -2 1 0 14 0 -23 3 -4 -1 2 0 3 0 -16 -1 97 -2 -7 -1],1,14,1001
Satvik  @334C84,22903, Thu Mar 13 16:25:19 GMT+05:30 2025,65053, [29 -2 1 0 14 0 -23 3 -4 -1 2 0 3 0 -16 -1 97 -2 -7 -1],1,14,1001
Satvik  @334C84,22952, Thu Mar 13 16:25:19 GMT+05:30 2025,65060, [36 -2 1 0 15 0 -23 3 -3 -1 2 0 3 0 -10 -1 95 -2 -18 -1],1,15,1001
Satvik  @334C84,22953, Thu Mar 13 16:25:19 GMT+05:30 2025,65060, [36 -2 1 0 15 0 -23 3 -3 -1 2 0 3 0 -10 -1 95 -2 -18 -1],1,15,1001
Satvik  @334C84,22953, Thu Mar 13 16:25:19 GMT+05:30 2025,65060, [36 -2 1 0 15 0 -23 3 -3 -1 2 0 3 0 -10 -1 95 -2 -18 -1],1,15,1001
Satvik  @334C84,22998, Thu Mar 13 16:25:19 GMT+05:30 2025,65066, [42 -2 1 0 14 0 -23 3 -4 -1 2 0 3 0 -13 -1 95 -2 -7 -1],1,14,1001
Satvik  @334C84,22999, Thu Mar 13 16:25:19 GMT+05:30 2025,65066, [42 -2 1 0 14 0 -23 3 -4 -1 2 0 3 0 -13 -1 95 -2 -7 -1],1,14,1001
Satvik  @334C84,23000, Thu Mar 13 16:25:19 GMT+05:30 2025,65066, [42 -2 1 0 14 0 -23 3 -4 -1 2 0 3 0 -13 -1 95 -2 -7 -1],1,14,1001
Satvik  @334C84,23048, Thu Mar 13 16:25:19 GMT+05:30 2025,65072, [48 -2 1 0 13 0 -22 3 -4 -1 1 0 3 0 -13 -1 94 -2 -7 -1],1,13,1002
Satvik  @334C84,23050, Thu Mar 13 16:25:19 GMT+05:30 2025,65072, [48 -2 1 0 13 0 -22 3 -4 -1 1 0 3 0 -13 -1 94 -2 -7 -1],1,13,1002
Satvik  @334C84,23050, Thu Mar 13 16:25:19 GMT+05:30 2025,65072, [48 -2 1 0 13 0 -22 3 -4 -1 1 0 3 0 -13 -1 94 -2 -7 -1],1,13,1002
Satvik  @334C84,23098, Thu Mar 13 16:25:19 GMT+05:30 2025,65078, [54 -2 2 0 14 0 -22 3 -4 -1 2 0 2 0 -13 -1 97 -2 -9 -1],2,14,1002
Satvik  @334C84,23100, Thu Mar 13 16:25:19 GMT+05:30 2025,65078, [54 -2 2 0 14 0 -22 3 -4 -1 2 0 2 0 -13 -1 97 -2 -9 -1],2,14,1002
Satvik  @334C84,23100, Thu Mar 13 16:25:19 GMT+05:30 2025,65078, [54 -2 2 0 14 0 -22 3 -4 -1 2 0 2 0 -13 -1 97 -2 -9 -1],2,14,1002
Satvik  @334C84,23146, Thu Mar 13 16:25:19 GMT+05:30 2025,65085, [61 -2 1 0 15 0 -23 3 -4 -1 2 0 3 0 -19 -1 91 -2 -6 -1],1,15,1001
Satvik  @334C84,23147, Thu Mar 13 16:25:19 GMT+05:30 2025,65085, [61 -2 1 0 15 0 -23 3 -4 -1 2 0 3 0 -19 -1 91 -2 -6 -1],1,15,1001
Satvik  @334C84,23148, Thu Mar 13 16:25:19 GMT+05:30 2025,65085, [61 -2 1 0 15 0 -23 3 -4 -1 2 0 3 0 -19 -1 91 -2 -6 -1],1,15,1001
Satvik  @334C84,23196, Thu Mar 13 16:25:20 GMT+05:30 2025,65091, [67 -2 1 0 14 0 -23 3 -4 -1 2 0 2 0 -3 -1 100 -2 -12 -1],1,14,1001
Satvik  @334C84,23197, Thu Mar 13 16:25:20 GMT+05:30 2025,65091, [67 -2 1 0 14 0 -23 3 -4 -1 2 0 2 0 -3 -1 100 -2 -12 -1],1,14,1001
Satvik  @334C84,23197, Thu Mar 13 16:25:20 GMT+05:30 2025,65091, [67 -2 1 0 14 0 -23 3 -4 -1 2 0 2 0 -3 -1 100 -2 -12 -1],1,14,1001
Satvik  @334C84,23243, Thu Mar 13 16:25:20 GMT+05:30 2025,65097, [73 -2 2 0 15 0 -23 3 -4 -1 2 0 3 0 -15 -1 91 -2 -18 -1],2,15,1001
Satvik  @334C84,23245, Thu Mar 13 16:25:20 GMT+05:30 2025,65097, [73 -2 2 0 15 0 -23 3 -4 -1 2 0 3 0 -15 -1 91 -2 -18 -1],2,15,1001
Satvik  @334C84,23245, Thu Mar 13 16:25:20 GMT+05:30 2025,65097, [73 -2 2 0 15 0 -23 3 -4 -1 2 0 3 0 -15 -1 91 -2 -18 -1],2,15,1001
Satvik  @334C84,23292, Thu Mar 13 16:25:20 GMT+05:30 2025,65103, [79 -2 2 0 14 0 -23 3 -4 -1 2 0 2 0 -13 -1 95 -2 -9 -1],2,14,1001
Satvik  @334C84,23293, Thu Mar 13 16:25:20 GMT+05:30 2025,65103, [79 -2 2 0 14 0 -23 3 -4 -1 2 0 2 0 -13 -1 95 -2 -9 -1],2,14,1001
Satvik  @334C84,23294, Thu Mar 13 16:25:20 GMT+05:30 2025,65103, [79 -2 2 0 14 0 -23 3 -4 -1 2 0 2 0 -13 -1 95 -2 -9 -1],2,14,1001
Satvik  @334C84,23342, Thu Mar 13 16:25:20 GMT+05:30 2025,65110, [86 -2 1 0 14 0 -22 3 -3 -1 2 0 2 0 -10 -1 88 -2 -9 -1],1,14,1002
Satvik  @334C84,23343, Thu Mar 13 16:25:20 GMT+05:30 2025,65110, [86 -2 1 0 14 0 -22 3 -3 -1 2 0 2 0 -10 -1 88 -2 -9 -1],1,14,1002
Satvik  @334C84,23343, Thu Mar 13 16:25:20 GMT+05:30 2025,65110, [86 -2 1 0 14 0 -22 3 -3 -1 2 0 2 0 -10 -1 88 -2 -9 -1],1,14,1002
Satvik  @334C84,23391, Thu Mar 13 16:25:20 GMT+05:30 2025,65116, [92 -2 0 0 15 0 -23 3 -4 -1 2 0 2 0 -15 -1 94 -2 -10 -1],0,15,1001
Satvik  @334C84,23392, Thu Mar 13 16:25:20 GMT+05:30 2025,65116, [92 -2 0 0 15 0 -23 3 -4 -1 2 0 2 0 -15 -1 94 -2 -10 -1],0,15,1001
Satvik  @334C84,23392, Thu Mar 13 16:25:20 GMT+05:30 2025,65116, [92 -2 0 0 15 0 -23 3 -4 -1 2 0 2 0 -15 -1 94 -2 -10 -1],0,15,1001
Satvik  @334C84,23437, Thu Mar 13 16:25:20 GMT+05:30 2025,65122, [98 -2 1 0 14 0 -23 3 -4 -1 2 0 2 0 -10 -1 94 -2 -6 -1],1,14,1001
Satvik  @334C84,23438, Thu Mar 13 16:25:20 GMT+05:30 2025,65122, [98 -2 1 0 14 0 -23 3 -4 -1 2 0 2 0 -10 -1 94 -2 -6 -1],1,14,1001
Satvik  @334C84,23439, Thu Mar 13 16:25:20 GMT+05:30 2025,65122, [98 -2 1 0 14 0 -23 3 -4 -1 2 0 2 0 -10 -1 94 -2 -6 -1],1,14,1001
Satvik  @334C84,23487, Thu Mar 13 16:25:20 GMT+05:30 2025,65128, [104 -2 1 0 14 0 -23 3 -4 -1 2 0 3 0 -18 -1 98 -2 -18 -1],1,14,1001
Satvik  @334C84,23488, Thu Mar 13 16:25:20 GMT+05:30 2025,65128, [104 -2 1 0 14 0 -23 3 -4 -1 2 0 3 0 -18 -1 98 -2 -18 -1],1,14,1001
Satvik  @334C84,23489, Thu Mar 13 16:25:20 GMT+05:30 2025,65128, [104 -2 1 0 14 0 -23 3 -4 -1 2 0 3 0 -18 -1 98 -2 -18 -1],1,14,1001
Satvik  @334C84,23537, Thu Mar 13 16:25:20 GMT+05:30 2025,65135, [111 -2 1 0 15 0 -22 3 -4 -1 2 0 3 0 -19 -1 98 -2 -9 -1],1,15,1002
Satvik  @334C84,23538, Thu Mar 13 16:25:20 GMT+05:30 2025,65135, [111 -2 1 0 15 0 -22 3 -4 -1 2 0 3 0 -19 -1 98 -2 -9 -1],1,15,1002
Satvik  @334C84,23538, Thu Mar 13 16:25:20 GMT+05:30 2025,65135, [111 -2 1 0 15 0 -22 3 -4 -1 2 0 3 0 -19 -1 98 -2 -9 -1],1,15,1002
Satvik  @334C84,23586, Thu Mar 13 16:25:20 GMT+05:30 2025,65141, [117 -2 2 0 14 0 -22 3 -4 -1 1 0 2 0 -18 -1 94 -2 -7 -1],2,14,1002
Satvik  @334C84,23587, Thu Mar 13 16:25:20 GMT+05:30 2025,65141, [117 -2 2 0 14 0 -22 3 -4 -1 1 0 2 0 -18 -1 94 -2 -7 -1],2,14,1002
Satvik  @334C84,23587, Thu Mar 13 16:25:20 GMT+05:30 2025,65141, [117 -2 2 0 14 0 -22 3 -4 -1 1 0 2 0 -18 -1 94 -2 -7 -1],2,14,1002
Satvik  @334C84,23633, Thu Mar 13 16:25:20 GMT+05:30 2025,65147, [123 -2 -116 -2 -118 -1 36 4 37 0 70 0 109 -1 -12 -1 89 -2 -13 -1],-372,-118,1060
Satvik  @334C84,23634, Thu Mar 13 16:25:20 GMT+05:30 2025,65147, [123 -2 -116 -2 -118 -1 36 4 37 0 70 0 109 -1 -12 -1 89 -2 -13 -1],-372,-118,1060
Satvik  @334C84,23634, Thu Mar 13 16:25:20 GMT+05:30 2025,65147, [123 -2 -116 -2 -118 -1 36 4 37 0 70 0 109 -1 -12 -1 89 -2 -13 -1],-372,-118,1060
Satvik  @334C84,23683, Thu Mar 13 16:25:20 GMT+05:30 2025,65153, [-127 -2 118 0 68 0 -50 4 51 0 50 0 9 -1 -25 -1 89 -2 -12 -1],118,68,1230
Satvik  @334C84,23685, Thu Mar 13 16:25:20 GMT+05:30 2025,65153, [-127 -2 118 0 68 0 -50 4 51 0 50 0 9 -1 -25 -1 89 -2 -12 -1],118,68,1230
Satvik  @334C84,23685, Thu Mar 13 16:25:20 GMT+05:30 2025,65153, [-127 -2 118 0 68 0 -50 4 51 0 50 0 9 -1 -25 -1 89 -2 -12 -1],118,68,1230
Satvik  @334C84,23780, Thu Mar 13 16:25:20 GMT+05:30 2025,65160, [-120 -2 117 0 3 0 9 4 81 0 16 2 -26 -2 -19 -1 100 -2 -13 -1],117,3,1033
Satvik  @334C84,23781, Thu Mar 13 16:25:20 GMT+05:30 2025,65160, [-120 -2 117 0 3 0 9 4 81 0 16 2 -26 -2 -19 -1 100 -2 -13 -1],117,3,1033
Satvik  @334C84,23782, Thu Mar 13 16:25:20 GMT+05:30 2025,65160, [-120 -2 117 0 3 0 9 4 81 0 16 2 -26 -2 -19 -1 100 -2 -13 -1],117,3,1033
Satvik  @334C84,23829, Thu Mar 13 16:25:20 GMT+05:30 2025,65166, [-114 -2 -68 -1 -61 -1 -34 4 -4 -1 -34 -1 -43 -3 -24 -1 89 -2 -21 -1],-68,-61,1246
Satvik  @334C84,23831, Thu Mar 13 16:25:20 GMT+05:30 2025,65166, [-114 -2 -68 -1 -61 -1 -34 4 -4 -1 -34 -1 -43 -3 -24 -1 89 -2 -21 -1],-68,-61,1246
Satvik  @334C84,23832, Thu Mar 13 16:25:20 GMT+05:30 2025,65166, [-114 -2 -68 -1 -61 -1 -34 4 -4 -1 -34 -1 -43 -3 -24 -1 89 -2 -21 -1],-68,-61,1246
Satvik  @334C84,23877, Thu Mar 13 16:25:20 GMT+05:30 2025,65172, [-108 -2 82 0 -50 -1 -108 4 -41 -2 -126 -2 -97 -2 -36 -1 77 -2 -22 -1],82,-50,1172
Satvik  @334C84,23879, Thu Mar 13 16:25:20 GMT+05:30 2025,65172, [-108 -2 82 0 -50 -1 -108 4 -41 -2 -126 -2 -97 -2 -36 -1 77 -2 -22 -1],82,-50,1172
Satvik  @334C84,23880, Thu Mar 13 16:25:20 GMT+05:30 2025,65172, [-108 -2 82 0 -50 -1 -108 4 -41 -2 -126 -2 -97 -2 -36 -1 77 -2 -22 -1],82,-50,1172
Satvik  @334C84,24025, Thu Mar 13 16:25:20 GMT+05:30 2025,65178, [-102 -2 84 0 -36 -1 86 4 120 -2 -33 -1 67 0 -40 -1 62 -2 -15 -1],84,-36,1110
Satvik  @334C84,24026, Thu Mar 13 16:25:20 GMT+05:30 2025,65185, [-95 -2 -14 -1 -49 -1 70 4 75 -2 52 0 -44 0 -36 -1 61 -2 -9 -1],-14,-49,1094
Satvik  @334C84,24027, Thu Mar 13 16:25:20 GMT+05:30 2025,65191, [-89 -2 -11 -1 -24 -1 27 4 71 -2 14 0 -98 0 -34 -1 50 -2 -3 -1],-11,-24,1051
Satvik  @334C84,24028, Thu Mar 13 16:25:20 GMT+05:30 2025,65178, [-102 -2 84 0 -36 -1 86 4 120 -2 -33 -1 67 0 -40 -1 62 -2 -15 -1],84,-36,1110
Satvik  @334C84,24028, Thu Mar 13 16:25:20 GMT+05:30 2025,65185, [-95 -2 -14 -1 -49 -1 70 4 75 -2 52 0 -44 0 -36 -1 61 -2 -9 -1],-14,-49,1094
Satvik  @334C84,24029, Thu Mar 13 16:25:20 GMT+05:30 2025,65191, [-89 -2 -11 -1 -24 -1 27 4 71 -2 14 0 -98 0 -34 -1 50 -2 -3 -1],-11,-24,1051
Satvik  @334C84,24029, Thu Mar 13 16:25:20 GMT+05:30 2025,65178, [-102 -2 84 0 -36 -1 86 4 120 -2 -33 -1 67 0 -40 -1 62 -2 -15 -1],84,-36,1110
Satvik  @334C84,24030, Thu Mar 13 16:25:20 GMT+05:30 2025,65185, [-95 -2 -14 -1 -49 -1 70 4 75 -2 52 0 -44 0 -36 -1 61 -2 -9 -1],-14,-49,1094
Satvik  @334C84,24030, Thu Mar 13 16:25:20 GMT+05:30 2025,65191, [-89 -2 -11 -1 -24 -1 27 4 71 -2 14 0 -98 0 -34 -1 50 -2 -3 -1],-11,-24,1051
Satvik  @334C84,24073, Thu Mar 13 16:25:20 GMT+05:30 2025,65197, [-83 -2 120 -1 -94 -1 2 4 -106 -3 -24 0 78 1 -10 -1 55 -2 7 0],-136,-94,1026
Satvik  @334C84,24074, Thu Mar 13 16:25:20 GMT+05:30 2025,65197, [-83 -2 120 -1 -94 -1 2 4 -106 -3 -24 0 78 1 -10 -1 55 -2 7 0],-136,-94,1026
Satvik  @334C84,24074, Thu Mar 13 16:25:20 GMT+05:30 2025,65197, [-83 -2 120 -1 -94 -1 2 4 -106 -3 -24 0 78 1 -10 -1 55 -2 7 0],-136,-94,1026
Satvik  @334C84,24120, Thu Mar 13 16:25:20 GMT+05:30 2025,65203, [-77 -2 123 -1 96 -1 78 4 -84 -3 -16 0 -64 0 -7 -1 40 -2 10 0],-133,-160,1102
Satvik  @334C84,24121, Thu Mar 13 16:25:20 GMT+05:30 2025,65203, [-77 -2 123 -1 96 -1 78 4 -84 -3 -16 0 -64 0 -7 -1 40 -2 10 0],-133,-160,1102
Satvik  @334C84,24122, Thu Mar 13 16:25:20 GMT+05:30 2025,65203, [-77 -2 123 -1 96 -1 78 4 -84 -3 -16 0 -64 0 -7 -1 40 -2 10 0],-133,-160,1102
